Sentence #,Word,POS,Tag
,in,Cc,notpropn
,vcasih,Rgp,notpropn
,je,Va-r3s-n,notpropn
,popolnoma,Rgp,notpropn
,znorel,Vmep-sm,notpropn
,kadar,Cs,notpropn
,delo,Ncnsn,notpropn
,ni,Va-r3s-y,notpropn
,bilo,Va-p-sn,notpropn
,uspesno,Agpnsn,notpropn
,.,Z,notpropn
Sentence: 5349,Vendar,Cc,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,znebil,Vmep-sm,notpropn
,crnih,Agpfpg,notpropn
,misli,Ncfpg,notpropn
,ki,Cs,notpropn
,so,Va-r3p-n,notpropn
,ga,Pp3msa--y,notpropn
,pestile,Vmpp-pf,notpropn
,.,Z,notpropn
Sentence: 5350,Tudi,Q,notpropn
,obcutka,Ncmsg,notpropn
,da,Cs,notpropn
,ura,Ncfsn,notpropn
,tiktaka,Vmpr3s,notpropn
,.,Z,notpropn
Sentence: 5351,Bil,Va-p-sm,notpropn
,je,Va-r3s-n,notpropn
,clovek,Ncmsn,notpropn
,ki,Cs,notpropn
,statisticno,Rgp,notpropn
,ni,Va-r3s-y,notpropn
,imel,Vmpp-sm,notpropn
,vec,Rgc,notpropn
,casa,Ncmsg,notpropn
,a,Cc,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,obnasal,Vmpp-sm,notpropn
,kot,Cs,notpropn
,da,Cs,notpropn
,ima,Vmpr3s-n,notpropn
,ves,Pg-msa,notpropn
,cas,Ncmsan,notpropn
,na,Sl,notpropn
,tem,Pd-msl,notpropn
,svetu,Ncmsl,notpropn
,.,Z,notpropn
Sentence: 5352,Ni,Va-r3s-y,notpropn
,ponujal,Vmpp-sm,notpropn
,pomehkuzenih,Appfpg,notpropn
,enostavnih,Agpfpg,notpropn
,razlag,Ncfpg,notpropn
,kako,Rgp,notpropn
,biti,Va-n,notpropn
,dober,Agpmsnn,notpropn
,.,Z,notpropn
Sentence: 5353,Bil,Va-p-sm,notpropn
,je,Va-r3s-n,notpropn
,zagrizen,Appmsnn,notpropn
,racionalen,Agpmsnn,notpropn
,neveren,Agpmsnn,notpropn
,znanstvenik,Ncmsn,notpropn
,ki,Cs,notpropn
,je,Va-r3s-n,notpropn
,dokazal,Vmep-sm,notpropn
,da,Cs,notpropn
,si,Px---d--y,notpropn
,lahko,Rgp,notpropn
,podaljsas,Vmer2s,notpropn
,zivljenje,Ncnsa,notpropn
,ce,Cs,notpropn
,si,Va-r2s-n,notpropn
,dobra,Agpfsn,notpropn
,oseba,Ncfsn,notpropn
,.,Z,notpropn
Sentence: 5354,V,Sl,notpropn
,zadnjih,Agpnpl,notpropn
,stirih,Mlcnpl,notpropn
,letih,Ncnpl,notpropn
,je,Va-r3s-n,notpropn
,delal,Vmpp-sm,notpropn
,za,Sa,notpropn
,tri,Mlcnpa,notpropn
,podjetja,Ncnpa,notpropn
,.,Z,notpropn
Sentence: 5355,Nedavno,Rgp,notpropn
,je,Va-r3s-n,notpropn
,postal,Vmep-sm,notpropn
,zacasno,Rgp,notpropn
,brezposeln,Agpmsnn,notpropn
,najdlje,Rgs,notpropn
,je,Va-r3s-n,notpropn
,na,Sl,notpropn
,enem,Mlpnsl,notpropn
,delovnem,Agpnsl,notpropn
,mestu,Ncnsl,notpropn
,zdrzal,Vmep-sm,notpropn
,tri,Mlcnpa,notpropn
,leta,Ncnpa,notpropn
,.,Z,notpropn
Sentence: 5356,Delodajalca,Ncmsay,notpropn
,bi,Va-c,notpropn
,morala,Vmpp-sf,notpropn
,zaskrbeti,Vmen,notpropn
,njegova,Ps3fsnsm,notpropn
,»,Z,notpropn
,begavost,Ncfsn,notpropn
,«,Z,notpropn
,.,Z,notpropn
Sentence: 5357,Skotski,Agpmpn,notpropn
,raziskovalci,Ncmpn,notpropn
,razvijajo,Vmpr3p,notpropn
,premeteno,Agpfsa,notpropn
,tabletko,Ncfsa,notpropn
,ki,Cs,notpropn
,bo,Va-f3s-n,notpropn
,sposobna,Agpfsn,notpropn
,pretentati,Vmen,notpropn
,vase,Ps2nsap,notpropn
,telo,Ncnsa,notpropn
,tako,Rgp,notpropn
,da,Cs,notpropn
,bo,Va-f3s-n,notpropn
,celo,Q,notpropn
,med,Si,notpropn
,gledanjem,Ncnsi,notpropn
,televizije,Ncfsg,notpropn
,na,Sl,notpropn
,kavcu,Ncmsl,notpropn
,mislilo,Vmpp-sn,notpropn
,da,Cs,notpropn
,telovadi,Vmpr3s,notpropn
,.,Z,notpropn
Sentence: 5358,Tabletka,Ncfsn,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,pospesila,Vmep-sf,notpropn
,vaso,Ps2fsap,notpropn
,presnovo,Ncfsa,notpropn
,ter,Cc,notpropn
,pripomogla,Vmep-sf,notpropn
,k,Sd,notpropn
,vecji,Agcfsd,notpropn
,porabi,Ncfsd,notpropn
,ogljikovih,Aspmpg,notpropn
,hidratov,Ncmpg,notpropn
,in,Cc,notpropn
,mascob,Ncfpg,notpropn
,.,Z,notpropn
Sentence: 5359,S,Si,notpropn
,tem,Pd-nsi,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,se,Px------y,notpropn
,zmanjsalo,Vmep-sn,notpropn
,tudi,Q,notpropn
,tveganje,Ncnsn,notpropn
,za,Sa,notpropn
,nastanek,Ncmsan,notpropn
,sladkorne,Agpfsg,notpropn
,bolezni,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 5360,-,Z,notpropn
,Bodite,Va-m2p,notpropn
,tekoci,Appmpn,notpropn
,kot,Cs,notpropn
,voda,Ncfsn,notpropn
,.,Z,notpropn
Sentence: 5361,Plavajte,Vmpm2p,notpropn
,enakomerno,Rgp,notpropn
,in,Cc,notpropn
,tekoce,Rgp,notpropn
,.,Z,notpropn
Sentence: 5362,Nikoli,Rgp,notpropn
,se,Px------y,notpropn
,ne,Q,notpropn
,zaganjajte,Vmpm2p,notpropn
,kot,Cs,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,hiteli,Vmpp-pm,notpropn
,na,Sa,notpropn
,sestanek,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 5363,Pri,Sl,notpropn
,zdravju,Ncnsl,notpropn
,pazite,Vmpm2p,notpropn
,na,Sa,notpropn
,srce,Ncnsa,notpropn
,in,Cc,notpropn
,ozilje,Ncnsa,notpropn
,.,Z,notpropn
Sentence: 5364,Sreca,Ncfsn,notpropn
,vam,Pp2-pd,notpropn
,je,Va-r3s-n,notpropn
,naklonjena,Appfsn,notpropn
,pri,Sl,notpropn
,raznih,Agpfpl,notpropn
,igrah,Ncfpl,notpropn
,in,Cc,notpropn
,loteriji,Ncfsl,notpropn
,.,Z,notpropn
Sentence: 5365,Denar,Ncmsn,notpropn
,vam,Pp2-pd,notpropn
,v,Sl,notpropn
,prihodnosti,Ncfsl,notpropn
,ne,Q,notpropn
,bo,Va-f3s-n,notpropn
,povzrocal,Vmpp-sm,notpropn
,posebnih,Agpfpg,notpropn
,tezav,Ncfpg,notpropn
,.,Z,notpropn
Sentence: 5366,Vas,Ps2msnp,notpropn
,sin,Ncmsn,notpropn
,naj,Q,notpropn
,pazi,Vmpr3s,notpropn
,na,Sa,notpropn
,organe,Ncmpa,notpropn
,ki,Cs,notpropn
,se,Px------y,notpropn
,nahajajo,Vmpr3p,notpropn
,v,Sl,notpropn
,trebusni,Agpfsl,notpropn
,votlini,Ncfsl,notpropn
,hci,Ncfsn,notpropn
,pa,Cc,notpropn
,v,Sl,notpropn
,poznejsi,Agcfsl,notpropn
,starosti,Ncfsl,notpropn
,na,Sa,notpropn
,kosti,Ncfpa,notpropn
,.,Z,notpropn
Sentence: 5367,V,Sl,notpropn
,zivljenju,Ncnsl,notpropn
,bosta,Va-f3d-n,notpropn
,oba,Pg-mdn,notpropn
,srecna,Agpmdn,notpropn
,in,Cc,notpropn
,uspesna,Agpmdn,notpropn
,.,Z,notpropn
Sentence: 5368,Vsem,Pg-mpd,notpropn
,zelim,Vmpr1s,notpropn
,sreco,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 5369,Hvala,Ncfsn,notpropn
,za,Sa,notpropn
,sodelovanje,Ncnsa,notpropn
,in,Cc,notpropn
,igrajte,Vmpm2p,notpropn
,bridz,Ncmsan,notpropn
,cim,Rgp,notpropn
,vec,Rgc,notpropn
,ker,Cs,notpropn
,boste,Va-f2p-n,notpropn
,le,Q,notpropn
,na,Sa,notpropn
,tak,Pd-msa,notpropn
,nacin,Ncmsan,notpropn
,postali,Vmep-pm,notpropn
,boljsi,Agcmpn,notpropn
,.,Z,notpropn
Sentence: 5370,Ko,Cs,notpropn
,v,Sl,notpropn
,druzini,Ncfsl,notpropn
,ne,Q,notpropn
,bo,Va-f3s-n,notpropn
,vec,Q,notpropn
,zalege,Ncfsg,notpropn
,konec,Sg,notpropn
,novembra,Ncmsg,notpropn
,v,Sl,notpropn
,zacetku,Ncmsl,notpropn
,decembra,Ncmsg,notpropn
,izkoristimo,Vmer1p,notpropn
,prvi,Mlomsa,notpropn
,soncen,Agpmsan,notpropn
,dan,Ncmsan,notpropn
,za,Sa,notpropn
,tretiranje,Ncnsa,notpropn
,varoje,Ncfsg,notpropn
,z,Si,notpropn
,zameglevanjem,Ncnsi,notpropn
,.,Z,notpropn
Sentence: 5371,To,Pd-nsa,notpropn
,pocnem,Vmbr1s,notpropn
,ze,Q,notpropn
,nekaj,Rgp,notpropn
,let,Ncnpg,notpropn
,in,Cc,notpropn
,spomladi,Rgp,notpropn
,nimam,Vmpr1s-y,notpropn
,tezav,Ncfpg,notpropn
,z,Si,notpropn
,varojo,Ncfsi,notpropn
,druzine,Ncfpn,notpropn
,so,Va-r3p-n,notpropn
,le,Q,notpropn
,minimalno,Rgp,notpropn
,okuzene,Appfpn,notpropn
,z,Si,notpropn
,njo,Pp3fsi,notpropn
,in,Cc,notpropn
,se,Px------y,notpropn
,hitro,Rgp,notpropn
,razvijajo,Vmpr3p,notpropn
,.,Z,notpropn
Sentence: 5372,Ce,Cs,notpropn
,je,Va-r3s-n,notpropn
,vreme,Ncnsn,notpropn
,ugodno,Agpnsn,notpropn
,se,Px------y,notpropn
,okrog,Sg,notpropn
,20.,Mdo,notpropn
,aprila,Ncmsg,notpropn
,ze,Q,notpropn
,pojavi,Vmer3s,notpropn
,kaksen,Pq-msn,notpropn
,roj,Ncmsn,notpropn
,.,Z,notpropn
Sentence: 5373,Pazanje,Ncnsa,notpropn
,panjev,Ncmpg,notpropn
,za,Sa,notpropn
,ta,Pd-msa,notpropn
,cas,Ncmsan,notpropn
,se,Q,notpropn
,ne,Q,notpropn
,priporocam,Vmpr1s,notpropn
,.,Z,notpropn
Sentence: 5374,Ce,Cs,notpropn
,pa,Cc,notpropn
,zelite,Vmpr2p,notpropn
,svoje,Px-fpa,notpropn
,cebelice,Ncfpa,notpropn
,toplo,Rgp,notpropn
,odeti,Vmen,notpropn
,ze,Q,notpropn
,oktobra,Ncmsg,notpropn
,naj,Cs,notpropn
,bo,Va-f3s-n,notpropn
,opaz,Ncmsn,notpropn
,zracen,Agpmsnn,notpropn
,in,Cc,notpropn
,suh,Agpmsnn,notpropn
,.,Z,notpropn
Sentence: 5375,Moram,Vmpr1s,notpropn
,pa,Cc,notpropn
,reci,Vmen,notpropn
,da,Cs,notpropn
,cebele,Ncfpn,notpropn
,zelo,Rgp,notpropn
,dobro,Rgp,notpropn
,prenasajo,Vmpr3p,notpropn
,nizke,Agpfpa,notpropn
,temperature,Ncfpa,notpropn
,in,Cc,notpropn
,da,Cs,notpropn
,jim,Pp3fpd--y,notpropn
,je,Va-r3s-n,notpropn
,bolj,Rgc,notpropn
,potreben,Agpmsnn,notpropn
,svez,Agpmsnn,notpropn
,dotok,Ncmsn,notpropn
,zraka,Ncmsg,notpropn
,kot,Cs,notpropn
,pa,Cc,notpropn
,pretirana,Appfsn,notpropn
,toplota,Ncfsn,notpropn
,.,Z,notpropn
Sentence: 5376,Poletja,Ncnpn,notpropn
,so,Va-r3p-n,notpropn
,razgibana,Appnpn,notpropn
,.,Z,notpropn
Sentence: 5377,To,Pd-nsn,notpropn
,je,Va-r3s-n,notpropn
,cas,Ncmsn,notpropn
,dopustov,Ncmpg,notpropn
,letovanj,Ncnpg,notpropn
,potovanj,Ncnpg,notpropn
,polezavanja,Ncnsg,notpropn
,na,Sl,notpropn
,plazah,Ncfpl,notpropn
,.,Z,notpropn
,.,Z,notpropn
,.,Z,notpropn
Sentence: 5378,Upokojenci,Ncmpn,notpropn
,Konovega,Npnsg,loc
,pa,Cc,notpropn
,radi,Rgp,notpropn
,hodimo,Vmpr1p,notpropn
,na,Sa,notpropn
,izlete,Ncmpa,notpropn
,daljse,Agcmpa,notpropn
,in,Cc,notpropn
,krajse,Agcmpa,notpropn
,.,Z,notpropn
Sentence: 5379,Vsaj,Q,notpropn
,enkrat,Rgp,notpropn
,ce,Cs,notpropn
,ze,Q,notpropn
,ne,Q,notpropn
,veckrat,Rgc,notpropn
,je,Va-r3s-n,notpropn
,vsakdo,Pg-msn,notpropn
,od,Sg,notpropn
,nas,Pp1-pg,notpropn
,ze,Q,notpropn
,bil,Va-p-sm,notpropn
,v,Sl,notpropn
,tem,Pd-nsl,notpropn
,cudovitem,Agpnsl,notpropn
,podzemlju,Ncnsl,notpropn
,pa,Cc,notpropn
,vendar,Cc,notpropn
,smo,Va-r1p-n,notpropn
,med,Si,notpropn
,cudovitimi,Agpmpi,notpropn
,kapniki,Ncmpi,notpropn
,ponovno,Rgp,notpropn
,podozivljali,Vmpp-pm,notpropn
,lepoto,Ncfsa,notpropn
,narave,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 5380,Toliko,Rgp,notpropn
,lepega,Agpnsg,notpropn
,v,Sl,notpropn
,enem,Mlpmsl,notpropn
,dnevu,Ncmsl,notpropn
,.,Z,notpropn
Sentence: 5381,Pa,Cc,notpropn
,naj,Q,notpropn
,se,Q,notpropn
,kdo,Pq-msn,notpropn
,rece,Vmer3s,notpropn
,da,Cs,notpropn
,nasa,Ps1fsnp,notpropn
,dezela,Ncfsn,notpropn
,ni,Va-r3s-y,notpropn
,lepa,Agpfsn,notpropn
,.,Z,notpropn
Sentence: 5382,Okolje,Ncnsn,notpropn
,v,Sl,notpropn
,katerem,Pq-nsl,notpropn
,je,Va-r3s-n,notpropn
,odrascal,Vmpp-sm,notpropn
,je,Va-r3s-n,notpropn
,tudi,Q,notpropn
,usmerjalo,Vmpp-sn,notpropn
,njegovo,Ps3nsasm,notpropn
,zanimanje,Ncnsa,notpropn
,za,Sa,notpropn
,socialno,Agpnsa,notpropn
,custveno,Agpnsa,notpropn
,duhovno,Agpnsa,notpropn
,novinarsko,Agpnsa,notpropn
,in,Cc,notpropn
,kulturno,Agpnsa,notpropn
,podrocje,Ncnsa,notpropn
,.,Z,notpropn
Sentence: 5383,V,Sl,notpropn
,njem,Pp3nsl,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,izoblikoval,Vmep-sm,notpropn
,v,Sa,notpropn
,osebnost,Ncfsa,notpropn
,z,Si,notpropn
,mocnim,Agpmsi,notpropn
,obcutkom,Ncmsi,notpropn
,za,Sa,notpropn
,pravicnost,Ncfsa,notpropn
,postenost,Ncfsa,notpropn
,in,Cc,notpropn
,clovecnost,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 5384,»,Z,notpropn
,Starost,Ncfsn,notpropn
,je,Va-r3s-n,notpropn
,blizanje,Ncnsn,notpropn
,koncu,Ncmsd,notpropn
,tvoje,Ps2fsgs,notpropn
,poti,Ncfsg,notpropn
,blizanje,Ncnsn,notpropn
,koncu,Ncmsd,notpropn
,zivljenjske,Agpfsg,notpropn
,rasti,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 5385,Ampak,Cc,notpropn
,dokler,Cs,notpropn
,si,Va-r2s-n,notpropn
,star,Agpmsnn,notpropn
,lahko,Rgp,notpropn
,se,Q,notpropn
,marsikaj,Pi-nsa,notpropn
,nepostorjenega,Agpnsg,notpropn
,postoris,Vmer2s,notpropn
,.,Z,notpropn
Sentence: 5386,Cesar,Pr-nsg,notpropn
,pac,Q,notpropn
,nisi,Va-r2s-y,notpropn
,uspel,Vmep-sm,notpropn
,narediti,Vmen,notpropn
,v,Sl,notpropn
,tem,Pd-nsl,notpropn
,ti,Pp2-sd--y,notpropn
,je,Va-r3s-n,notpropn
,prihranjeno,Appnsn,notpropn
,za,Sa,notpropn
,naslednje,Agpnsa,notpropn
,zivljenje,Ncnsa,notpropn
,«,Z,notpropn
,verjame,Vmbr3s,notpropn
,Jolanda,Npfsn,per
,.,Z,notpropn
Sentence: 5387,Trije,Mlcmpn,notpropn
,razgrajaci,Ncmpn,notpropn
,iz,Sg,notpropn
,Ljubljane,Npfsg,loc
,so,Va-r3p-n,notpropn
,res,Rgp,notpropn
,pravi,Agpmpn,notpropn
,srcki,Ncmpn,notpropn
,babice,Ncfsg,notpropn
,Anice,Npfsg,notpropn
,in,Cc,notpropn
,deda,Ncmsg,notpropn
,Mirkota,Npmsg,notpropn
,.,Z,notpropn
Sentence: 5388,',Z,notpropn
,Osrednji,Agpmsny,notpropn
,del,Ncmsn,notpropn
,nase,Ps1fsgp,notpropn
,nove,Agpfsg,notpropn
,pridobitve,Ncfsg,notpropn
,je,Va-r3s-n,notpropn
,15,Mdc,notpropn
,metrov,Ncmpg,notpropn
,visok,Agpmsnn,notpropn
,stolp,Ncmsn,notpropn
,s,Sg,notpropn
,katerega,Pq-msg,notpropn
,smo,Va-r1p-n,notpropn
,za,Sa,notpropn
,zacetek,Ncmsan,notpropn
,speljali,Vmep-pm,notpropn
,sest,Mlc-pa,notpropn
,toboganov,Ncmpg,notpropn
,.,Z,notpropn
Sentence: 5389,Stolp,Ncmsn,notpropn
,je,Va-r3s-n,notpropn
,grajen,Appmsnn,notpropn
,tako,Rgp,notpropn
,da,Cs,notpropn
,jih,Pp3mpa--y,notpropn
,bo,Va-f3s-n,notpropn
,imel,Vmpp-sm,notpropn
,v,Sl,notpropn
,koncni,Agpfsl,notpropn
,fazi,Ncfsl,notpropn
,kar,Rgp,notpropn
,24,Mdc,notpropn
,obstojecim,Appmpd,notpropn
,toboganom,Ncmpd,notpropn
,pa,Cc,notpropn
,bomo,Va-f1p-n,notpropn
,tako,Rgp,notpropn
,lahko,Rgp,notpropn
,kar,Rgp,notpropn
,nekaj,Rgp,notpropn
,let,Ncnpg,notpropn
,zapored,Rgp,notpropn
,dodajali,Vmpp-pm,notpropn
,nove,Agpmpa,notpropn
,.,Z,notpropn
Sentence: 5390,Ceprav,Cs,notpropn
,se,Px------y,notpropn
,radi,Rgp,notpropn
,pohvalimo,Vmer1p,notpropn
,da,Cs,notpropn
,je,Va-r3s-n,notpropn
,nas,Ps1msnp,notpropn
,zeleni,Agpmsny,notpropn
,tobogan,Ncmsn,notpropn
,po,Sl,notpropn
,vijugah,Ncfpl,notpropn
,katerega,Pq-msg,notpropn
,se,Px------y,notpropn
,kopalci,Ncmpn,notpropn
,lahko,Rgp,notpropn
,na,Sl,notpropn
,obrocih,Ncmpl,notpropn
,spuscajo,Vmpr3p,notpropn
,v,Sl,notpropn
,dvojcu,Ncmsl,notpropn
,najvecji,Agsmsny,notpropn
,v,Sl,notpropn
,Sloveniji,Npfsl,loc
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,pokazalo,Vmep-sn,notpropn
,da,Cs,notpropn
,hitrost,Ncfsn,notpropn
,drcanja,Ncnsg,notpropn
,vendarle,Cc,notpropn
,ni,Va-r3s-y,notpropn
,toliksna,Pd-fsn,notpropn
,da,Cs,notpropn
,se,Px------y,notpropn
,po,Sl,notpropn
,njem,Pp3msl,notpropn
,ne,Q,notpropn
,bi,Va-c,notpropn
,spuscali,Vmpp-pm,notpropn
,tudi,Q,notpropn
,dedki,Ncmpn,notpropn
,z,Si,notpropn
,vnuki,Ncmpi,notpropn
,.,Z,notpropn
Sentence: 5391,Veliko,Rgp,notpropn
,bolj,Rgc,notpropn
,adrenalinski,Agpmpn,notpropn
,so,Va-r3p-n,notpropn
,seveda,Q,notpropn
,rdeci,Agpmpn,notpropn
,tobogani,Ncmpn,notpropn
,vendar,Cc,notpropn
,smo,Va-r1p-n,notpropn
,veliko,Rgp,notpropn
,pozornosti,Ncfsg,notpropn
,posvetili,Vmep-pm,notpropn
,varnosti,Ncfsd,notpropn
,nasih,Ps1mpgp,notpropn
,kopalcev,Ncmpg,notpropn
,za,Sa,notpropn
,katere,Pq-mpa,notpropn
,na,Sl,notpropn
,in,Cc,notpropn
,ob,Sl,notpropn
,toboganih,Ncmpl,notpropn
,skrbi,Vmpr3s,notpropn
,nase,Ps1nsnp,notpropn
,ustrezno,Rgp,notpropn
,usposobljeno,Appnsn,notpropn
,osebje,Ncnsn,notpropn
,.,Z,notpropn
Sentence: 5392,14.,Mdo,notpropn
,decembra,Ncmsg,notpropn
,leta,Ncnsg,notpropn
,1957.,Mdo,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,na,Sl,notpropn
,sedezu,Ncmsl,notpropn
,ljubljanske,Agpfsg,notpropn
,milice,Ncfsg,notpropn
,dan,Ncmsn,notpropn
,zacel,Vmep-sm,notpropn
,povsem,Rgp,notpropn
,obicajno,Rgp,notpropn
,.,Z,notpropn
Sentence: 5393,Telefon,Ncmsn,notpropn
,v,Sl,notpropn
,stalni,Agpfsl,notpropn
,sluzbi,Ncfsl,notpropn
,je,Va-r3s-n,notpropn
,nemo,Rgp,notpropn
,pocival,Vmpp-sm,notpropn
,le,Q,notpropn
,neka,Pi-fsn,notpropn
,zenska,Ncfsn,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,zbala,Vmep-sf,notpropn
,za,Sa,notpropn
,svojega,Px-msa,notpropn
,moza,Ncmsay,notpropn
,ter,Cc,notpropn
,poklicala,Vmep-sf,notpropn
,ce,Cs,notpropn
,morda,Q,notpropn
,njen,Ps3msnsf,notpropn
,veseljak,Ncmsn,notpropn
,ni,Va-r3s-y,notpropn
,priprt,Appmsnn,notpropn
,zaradi,Sg,notpropn
,pijanosti,Ncfsg,notpropn
,saj,Cc,notpropn
,ga,Pp3msg--y,notpropn
,kljub,Sd,notpropn
,pozni,Agpfsd,notpropn
,jutranji,Agpfsd,notpropn
,uri,Ncfsd,notpropn
,se,Q,notpropn
,ni,Va-r3s-y,notpropn
,bilo,Va-p-sn,notpropn
,od,Sg,notpropn
,nikoder,Rgp,notpropn
,.,Z,notpropn
Sentence: 5394,-,Z,notpropn
,zacetek,Ncmsn,notpropn
,sluzenja,Ncnsg,notpropn
,vojaskega,Agpmsg,notpropn
,roka,Ncmsg,notpropn
,nadomestne,Agpfsg,notpropn
,civilne,Agpfsg,notpropn
,sluzbe,Ncfsg,notpropn
,ali,Cc,notpropn
,osnovnega,Agpnsg,notpropn
,usposabljanja,Ncnsg,notpropn
,za,Sa,notpropn
,rezervno,Agpfsa,notpropn
,sestavo,Ncfsa,notpropn
,policije,Ncfsg,notpropn
,upravicenca,Ncmsg,notpropn
,do,Sg,notpropn
,druzinske,Agpfsg,notpropn
,pokojnine,Ncfsg,notpropn
Sentence: 5395,Bistvo,Ncnsn,notpropn
,pohote,Ncfsg,notpropn
,je,Va-r3s-n,notpropn
,da,Cs,notpropn
,clovek,Ncmsn,notpropn
,erotike,Ncfsg,notpropn
,ne,Q,notpropn
,uporablja,Vmpr3s,notpropn
,iz,Sg,notpropn
,custvenega,Agpmsg,notpropn
,interesa,Ncmsg,notpropn
,do,Sg,notpropn
,partnerja,Ncmsg,notpropn
,pac,Q,notpropn
,pa,Cc,notpropn
,iz,Sg,notpropn
,erotike,Ncfsg,notpropn
,naredi,Vmer3s,notpropn
,nekaj,Pi-nsa,notpropn
,kar,Pr-nsn,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,prekrivalo,Vmpp-sn,notpropn
,njegove,Ps3fpasm,notpropn
,notranje,Agpfpa,notpropn
,bolecine,Ncfpa,notpropn
,in,Cc,notpropn
,mu,Pp3msd--y,notpropn
,masilo,Vmpp-sn,notpropn
,custvene,Agpfpa,notpropn
,praznine,Ncfpa,notpropn
,.,Z,notpropn
Sentence: 5396,S,Si,notpropn
,tem,Pd-nsi,notpropn
,je,Va-r3s-n,notpropn
,erotika,Ncfsn,notpropn
,porabljena,Appfsn,notpropn
,in,Cc,notpropn
,izrabljena,Appfsn,notpropn
,za,Sa,notpropn
,nekaj,Pi-nsa,notpropn
,povsem,Rgp,notpropn
,tretjega,Mlonsg,notpropn
,in,Cc,notpropn
,na,Sa,notpropn
,ta,Pd-msa,notpropn
,nacin,Ncmsan,notpropn
,je,Va-r3s-n,notpropn
,clovekova,Aspfsn,notpropn
,spolnost,Ncfsn,notpropn
,vedno,Rgp,notpropn
,manj,Rgc,notpropn
,erotika,Ncfsn,notpropn
,in,Cc,notpropn
,vedno,Rgp,notpropn
,bolj,Rgc,notpropn
,neobcutljivo,Agpnsn,notpropn
,kravje,Agpnsn,notpropn
,pehanje,Ncnsa,notpropn
,samodokazovanje,Ncnsn,notpropn
,in,Cc,notpropn
,demonstriranje,Ncnsn,notpropn
,.,Z,notpropn
Sentence: 5397,Simbol,Ncmsn,notpropn
,pohote,Ncfsg,notpropn
,-,Z,notpropn
,krava,Ncfsn,notpropn
,-,Z,notpropn
,izraza,Vmpr3s,notpropn
,po,Sl,notpropn
,eni,Mlpfsl,notpropn
,strani,Ncfsl,notpropn
,skrajno,Agpfsa,notpropn
,razgaljenost,Ncfsa,notpropn
,in,Cc,notpropn
,spolno,Agpfsa,notpropn
,eksplicitnost,Ncfsa,notpropn
,po,Sl,notpropn
,drugi,Mlpfsl,notpropn
,strani,Ncfsl,notpropn
,prav,Q,notpropn
,ta,Pd-fsn,notpropn
,spolnost,Ncfsn,notpropn
,sama,Agpfsn,notpropn
,sebe,Px---a,notpropn
,zanikuje,Vmpr3s,notpropn
,z,Si,notpropn
,neeroticno,Agpfsi,notpropn
,okornostjo,Ncfsi,notpropn
,in,Cc,notpropn
,neodzivnostjo,Ncfsi,notpropn
,.,Z,notpropn
Sentence: 5398,Hvalabogu,I,notpropn
,da,Cs,notpropn
,je,Va-r3s-n,notpropn
,podobno,Agpnsn,notpropn
,na,Sl,notpropn
,vsem,Pg-msl,notpropn
,bozjem,Agpmsl,notpropn
,svetu,Ncmsl,notpropn
,.,Z,notpropn
Sentence: 5399,Primer,Ncmsn,notpropn
,iz,Sg,notpropn
,zgodovine,Ncfsg,notpropn
,?,Z,notpropn
Sentence: 5400,Spomnil,Vmep-sm,notpropn
,sem,Va-r1s-n,notpropn
,se,Px------y,notpropn
,ceske,Agpfsg,notpropn
,krize,Ncfsg,notpropn
,leta,Ncnsg,notpropn
,1968,Mdc,notpropn
,.,Z,notpropn
Sentence: 5401,Zveza,Ncfsn,notpropn
,je,Va-r3s-n,notpropn
,bila,Va-p-sf,notpropn
,vzpostavljena,Appfsn,notpropn
,prek,Sg,notpropn
,ministra,Ncmsg,notpropn
,Bavcarja,Npmsg,per
,njega,Pp3msa,notpropn
,pa,Cc,notpropn
,sem,Va-r1s-n,notpropn
,spoznal,Vmbp-sm,notpropn
,v,Sl,notpropn
,kabinetu,Ncmsl,notpropn
,predsednika,Ncmsg,notpropn
,Kucana,Npmsg,per
,.,Z,notpropn
Sentence: 5402,Kupovali,Vmpp-pm,notpropn
,smo,Va-r1p-n,notpropn
,avtomatsko,Agpnsa,notpropn
,polavtomatsko,Agpnsa,notpropn
,orozje,Ncnsa,notpropn
,mitraljeze,Ncmpa,notpropn
,pistole,Ncfpa,notpropn
,in,Cc,notpropn
,nekaj,Rgp,notpropn
,streliva,Ncnsg,notpropn
,.,Z,notpropn
